,Restaurant,Review,Label,Stars,Date,Review_clean
162,Supertree by Indochine,"Food was decent but costly ($90 for four plates, understandable considering the locale) but drinks were weak and offered almost no choices: one basic rail/cheap alcohol with one mixer for $18 (gin & tonic, whiskey & coke, etc.)",1,1,2016-09-26T00:00:00,food was decent but costly 90 for four plates understandable considering the locale but drinks were weak and offered almost no choices one basic rail cheap alcohol with one mixer for 18 gin tonic whiskey coke etc
163,Saveur,I've had a ton of mediocre meals for way more money.,1,4,2014-04-01T00:00:00,i ve had a ton of mediocre meals for way more money
164,PS.Cafe,Price reasonable.,1,3,2014-06-04T00:00:00,price reasonable
165,Ippudo,"I still think it's a good, solid choice, but wish it weren't so expensive.",1,4,2015-06-17T00:00:00,i still think it s a good solid choice but wish it weren t so expensive
166,Chir Chir,Lots of different flavors and the portions are huge.,1,4,2015-07-23T00:00:00,lots of different flavors and the portions are huge
167,Hainanese Delicacy Chicken Rice,"It is slightly more expensive too since it is in town, but well worth it!",1,5,2014-03-01T00:00:00,it is slightly more expensive too since it is in town but well worth it
168,Toast Box,"Easy, quick, and cheap.",1,5,2018-09-29T00:00:00,easy quick and cheap
169,Long Beach Seafood,"the crab and all the sides we had were great, but I wish it could have been a more reasonable price.",1,4,2016-08-07T00:00:00,the crab and all the sides we had were great but i wish it could have been a more reasonable price
170,Momma Kong's Crab Shack,"I just can't help but feel like we were being nickeled and dimed for what already was a relatively expensive meal...just took away from the experience.Dinner for 2 came out to just under $108 SGD...or about $75 (US) in ""real"" money.",1,4,2016-12-30T00:00:00,i just can t help but feel like we were being nickeled and dimed for what already was a relatively expensive meal just took away from the experience dinner for 2 came out to just under 108 sgd or about 75 us in real money
171,Hainanese Delicacy Chicken Rice,A hidden gem - and super cheap.,1,5,2018-12-01T00:00:00,a hidden gem and super cheap
172,Yakiniku Yazawa,And the rice here for 3bucks a bowl was definitely worth mentioning.,1,4,2015-02-07T00:00:00,and the rice here for 3bucks a bowl was definitely worth mentioning
173,The Song of India,The price is reasonable at 28++.,1,5,2016-08-20T00:00:00,the price is reasonable at 28
174,Palm Beach Seafood,Pricey but worth it.,1,4,2018-07-17T00:00:00,pricey but worth it
175,Jumbo Seafood,The low quantity and low quality of the food for the high price charged was simply outrageous.,1,1,2016-04-03T00:00:00,the low quantity and low quality of the food for the high price charged was simply outrageous
176,Penang Place,"Good food, great service at a very affordable price.",1,5,2015-02-04T00:00:00,good food great service at a very affordable price
177,My Little Spanish Place,Spanish food seems to be really expensive here in Singapore and this place is no exception.,1,3,2012-08-15T00:00:00,spanish food seems to be really expensive here in singapore and this place is no exception
178,Usman Restaurant,Seen all patrons are satisfied with the food and servings portion is just nice too.,1,4,2015-12-02T00:00:00,seen all patrons are satisfied with the food and servings portion is just nice too
179,Jumbo Seafood,Very pricey!,1,1,2018-03-30T00:00:00,very pricey
180,Employees Only,"Break out your wallet, as drinks will run at 20+$, but I don't feel cheated on the quality, quantity or originality.",1,5,2018-05-19T00:00:00,break out your wallet as drinks will run at 20 but i don t feel cheated on the quality quantity or originality
181,Craftsmen Specialty Coffee,The portion sizes are very generous and well worth the money.,1,5,2019-03-15T00:00:00,the portion sizes are very generous and well worth the money
182,The White Rabbit,"The lunch sets on offer are decently priced and taste pretty good as well, a very good value for money combo.",1,3,2012-08-23T00:00:00,the lunch sets on offer are decently priced and taste pretty good as well a very good value for money combo
183,Wah Lok Cantonese Restaurant,Their portions are very small too.,1,2,2018-12-27T00:00:00,their portions are very small too
184,Nakhon Kitchen,this place is certainly value for money!,1,4,2015-04-28T00:00:00,this place is certainly value for money
185,Hai Di Lao,It's a bit pricy but well worth the money considering the quality of food and service.,1,5,2018-04-22T00:00:00,it s a bit pricy but well worth the money considering the quality of food and service
186,Etna Italian Restaurant,The weekday set lunch menu is a good bargain.,1,4,2013-07-20T00:00:00,the weekday set lunch menu is a good bargain
187,Caf?É¬ï¿½ Iguana,"Sadly, this place doesn't come cheap either but the food is not too bad.",1,3,2012-08-27T00:00:00,sadly this place doesn t come cheap either but the food is not too bad
188,Din Tai Fung,"Prices are definitely higher, which is no shocking surprise.",1,4,2012-10-23T00:00:00,prices are definitely higher which is no shocking surprise
189,Third & Sixth Bistrobar,Price is always reasonable when we pay up.Free water for the non-drinkers a plus.,1,4,2014-12-22T00:00:00,price is always reasonable when we pay up free water for the non drinkers a plus
190,Cibo Italiano,Generous with the clams.,1,5,2016-11-28T00:00:00,generous with the clams
191,Rang Mahal,Great value.,1,5,2015-07-02T00:00:00,great value
192,Sen Of Japan,Prices are okay.,1,4,2016-03-26T00:00:00,prices are okay
193,Clinton Street Baking Company & Restaurant,"All were excellent and the portions are massive, you certainly won't go hungry!",1,4,2015-11-21T00:00:00,all were excellent and the portions are massive you certainly won t go hungry
194,Tonkatsu Ma Maison,"Food nothing special, prices very high and very stingy - for example, we asked for a bit more shredded cabbage and were refused.I think there are plenty of better ways to spend your money.",1,1,2019-08-12T00:00:00,food nothing special prices very high and very stingy for example we asked for a bit more shredded cabbage and were refused i think there are plenty of better ways to spend your money
195,Neko no Niwa,"We paid S$12/hour for the first hour each and it seemed steep at first, but the drinks themselves were really reasonably priced and delicious!",1,5,2015-07-17T00:00:00,we paid s 12 hour for the first hour each and it seemed steep at first but the drinks themselves were really reasonably priced and delicious
196,Sin Huat Seafood Restaurant,Yes its way overpriced for seafood.,1,4,2014-04-07T00:00:00,yes its way overpriced for seafood
197,Komala Vilas Restaurant,I had lunch here and enjoyed it a lot for quite little money.,1,4,2015-03-17T00:00:00,i had lunch here and enjoyed it a lot for quite little money
198,Zhen Zhen Porridge,The amount of fish added is generous.,1,5,2014-01-18T00:00:00,the amount of fish added is generous
199,Tomo Izakaya,We ordered a couple of $5 Japanese beers and few bites which included 1) bacon scallop skewers 2) cold soba noodles 3) sushi roll 4) Seafood salad 5) chicken karage.,1,3,2013-04-25T00:00:00,we ordered a couple of 5 japanese beers and few bites which included 1 bacon scallop skewers 2 cold soba noodles 3 sushi roll 4 seafood salad 5 chicken karage
200,Sakunthala's,Note: Only accepts cash or NETS.,1,5,2016-12-21T00:00:00,note only accepts cash or nets
201,Burger Joint,"All too small soda, S$4.50.",1,5,2017-01-20T00:00:00,all too small soda s 4 50
202,Din Tai Fung,Expensive but worth the splurge once in while.,1,5,2016-12-25T00:00:00,expensive but worth the splurge once in while
203,Hainanese Delicacy Chicken Rice,The price is also more expensive than normal chicken rice.,1,1,2018-10-09T00:00:00,the price is also more expensive than normal chicken rice
204,Waterfall Cafe,"We shared three appetizers and two entres amongst five people, and it was actually plenty of food.",1,4,2015-03-26T00:00:00,we shared three appetizers and two entres amongst five people and it was actually plenty of food
205,Good Chance Popiah Eating House,We also had the flash fried tofu cubes (super tasty).. And we left stuffed.,1,4,2016-09-04T00:00:00,we also had the flash fried tofu cubes super tasty and we left stuffed
206,Mr and Mrs Mohgan's Super Crispy Roti Prata,A tiger beer costs only $4 for a small.,1,5,2019-04-21T00:00:00,a tiger beer costs only 4 for a small
207,FYR Cycene Ond Drinc,"We spent ~$230 for 4 people, including drinks.",1,3,2015-11-28T00:00:00,we spent 230 for 4 people including drinks
208,Blue Ginger,"First visit, we had the curry fish head and squid.The curry fish head serving is large but is only half a fish head.",1,3,2018-11-17T00:00:00,first visit we had the curry fish head and squid the curry fish head serving is large but is only half a fish head
209,Afterglow,"Both were priced for $22+, which was pretty expensive given the ingredient and portion of food.",1,3,2015-07-16T00:00:00,both were priced for 22 which was pretty expensive given the ingredient and portion of food
210,Herbivore,I'm an American and the exchange rate really kills the deal.,1,4,2019-08-08T00:00:00,i m an american and the exchange rate really kills the deal
211,Ippudo,"There was nothing special and there are lots of other ramen restaurants that can be had for half price (Ramen Champion, etc).",1,2,2012-10-28T00:00:00,there was nothing special and there are lots of other ramen restaurants that can be had for half price ramen champion etc
212,Yakiniku Yazawa,"My summary: save up before going, and then don't cheap outIt costs a pretty penny to eat well here, but if you are going to dine here, go or the steak cuts.",1,5,2015-07-18T00:00:00,my summary save up before going and then don t cheap outit costs a pretty penny to eat well here but if you are going to dine here go or the steak cuts
213,Fat Cow,"We both had the set lunch (ranges from about $35-$50), which is quite reasonable for such a pricy place.",1,5,2016-01-06T00:00:00,we both had the set lunch ranges from about 35 50 which is quite reasonable for such a pricy place
214,LAVO Italian Restaurant & Rooftop Bar,"Including two glasses of Champaign we paid almost 300$ for a mediocre italian food and left the restaurant hungry, so we took a taxi to Clarke Quay to enjoy some tacos.",1,2,2019-04-17T00:00:00,including two glasses of champaign we paid almost 300 for a mediocre italian food and left the restaurant hungry so we took a taxi to clarke quay to enjoy some tacos
